0.5454545454545454	4	 It is good the third point underlined by Julian Huxley .	 This is , indeed , the third point underlined by Julian Huxley .	1.0
0.7264150943396226	10	 However , those criticisms are , in addition to all this , the contradictions of worrying effects : for example , the top management Society has refused , in its entirety , the protests of employees , after it has doubled the price of the kindergarten and company after the company has found it too expensive restaurants multiple daily , taken at any time . All this pales next to the fact that already in 2006 , Google has acquiesced to the Chinese government and under the terms of their agreement , the company sees all the results that offends the good taste , and the interests of the Chinese regime .	 However , the criticisms finds , in addition to all that , contradictions with worrying effects : for example , the top management of the society has declined , in its entirety , the protests of employees , after it has doubled the price of the kindergarten company and after the company found the multiple daily food at any time of the day , too expensive . All this seems insignificant compared to the fact that already in 2006 , Google has acquiesced in front of the Chinese government and according the terms of their agreement , the company detects all the results that offends the good taste , and the interests of the Chinese regime too .	4.214285714285714
0.6222222222222223	9	 Instead , public participation is seen as an obstacle to the objectives by bureaucracy : its own perpetuation and control ever-widening goods lucrative .	 Instead , public participation is seen as an obstacle to the objectives pursued by the bureaucracy : self-sustaining and expanding control over lucrative assets .	1.25
1.0	3	 But there is in any democracy , where extremist groups could distract the democratic process to achieve their aims .	 But it exists in any democracy , where extremist groups could divert the democratic process to achieve their aims .	5.0
0.8	6	 How can President George W. Bush was able to reach three million votes of more than Senator John Kerry , and offer a Republican majority in both houses of Congress ?	 How could President George W. Bush get three million votes more than Senator John Kerry , and offer a Republican majority in both houses of Congress ?	2.4
0.9411764705882353	5	 They wear road signs of mosques removed red .	 They carry road signs showing mosques crossed out in red .	1.5
1.0	1	 The cause is a technical fault , a court-circuit within the processor .	 The cause is a technical fault , a short-circuit within the processor .	0.0
0.5208333333333334	10	 Here is come the time when no morality exists more : we can manhandle , torture , imprison arbitrarily a Canadian citizen according to the good will of head of government up to here member of a minority party -LRB- that he will thus be after October 14th -RRB- .	 The time has come when morality exists no more : we can manhandle , torture , arbitrarily imprison a Canadian citizen according to the wishes of a head of government up to here member of a minority party -LRB- what will happen to him after October 14th ... -RRB-	2.7222222222222223
0.7727272727272727	5	 In the world today , there is enough to do for two to bring stability and security , and to promote shared values .	 In the today 's world , there is enough work for two to bring stability and security , and to promote shared values .	1.75
0.8	10	 The country homebuyers have kept their market share in completing the integration of trade with the EU countries at times stronger than in many countries .	 The conceding countries have held their market share by achieving trade integration with EU countries that are more advanced than other countries .	1.5714285714285714
0.4782608695652174	6	 The movement of animals , despite a strong popular support , is not the weight in the arena of lobbying and political donations .	 The animal 's rights movement , despite a strong popular support , does not have weight in the arena of lobbying and political donations .	2.4
0.7692307692307692	8	 Paul Newman moved to the story .	 So many other facets of Paul Newman brightened up the screens .	0.7142857142857143
0.7547169811320756	10	 We all have an interest to live in a world in which the force is used as a last resort , where terrorism is seen as unacceptable , weapons of mass destruction spread and are not used , free trade is becoming the norm , people goûtent fundamental freedoms , the Democratic values triumph and the law replaces firearms .	 We all have an interest in living in a world in which force is only used as a last resort , where terrorism is considered unacceptable , weapons of mass destruction do not proliferate and are not used , free trade becomes the norm , people enjoy fundamental freedoms , Democratic values triumph and the law replaces firearms .	3.75
0.6181818181818182	10	 I assume that this will be the opportunity to show clearly that it is Mr jan?ura who manipulate public opinion and is using the false and misleading arguments about the regional rail transport , says švejk '	 I suppose this is an opportunity to show clearly that it is precisely Mr. Jan?ura manipulating public opinion and uses false and misleading arguments about regional rail transport , said Hašek	2.3333333333333335
